Image,AnimalID,Slide,Object ID,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Num points,Area µm^2,Perimeter µm
ear_B31-2_11.18.21_106M_66dpw_12.tif - ear_B31-2_11.18.21_106M_66dpw_12.tif #1,1064394-2,12,3b86f0b1-bb7d-4de7-85df-b3f43accff04,Cartilage,Cartilage,Image,Polygon,232984.4,347634.7,,95643778.1,36687
ear_B31-2_11.18.21_106M_66dpw_12.tif - ear_B31-2_11.18.21_106M_66dpw_12.tif #1,1064394-2,12,2a6aa337-f402-4af0-bd92-10c7b2f814ae,Cartilage,Cartilage,Image,Polygon,251582.6,389089.8,,401570444.6,119325.3
ear_B31-2_11.18.21_106M_66dpw_12.tif - ear_B31-2_11.18.21_106M_66dpw_12.tif #1,1064394-2,12,26ee4674-0ee9-4282-a151-fb8d884d9241,Cartilage,Cartilage,Image,Polygon,302410.3,486953.6,,1029764525,273055.5
ear_B31-2_11.18.21_106M_66dpw_12.tif - ear_B31-2_11.18.21_106M_66dpw_12.tif #1,1064394-2,12,0d087ef6-f75f-42e9-9ca5-addbb85fcb5b,Cartilage,Cartilage,Image,Polygon,339502.4,634421.4,,1121623196,244043.8
ear_B31-2_11.18.21_106M_66dpw_12.tif - ear_B31-2_11.18.21_106M_66dpw_12.tif #1,1064394-2,12,82bfae1c-c5db-47d1-8d69-0f42d4e3260e,Cartilage,Cartilage,Image,Polygon,379767.6,719627.8,,985856795.1,234061.8
ear_B31-2_11.18.21_106M_66dpw_12.tif - ear_B31-2_11.18.21_106M_66dpw_12.tif #1,1064394-2,12,4aba5433-ae1a-4413-b9e2-8bee39aaa7cd,Cartilage,Cartilage,Image,Polygon,490271.6,811144.1,,342237213.6,82140.2
ear_B31-2_11.18.21_106M_66dpw_12.tif - ear_B31-2_11.18.21_106M_66dpw_12.tif #1,1064394-2,12,42b92eef-8714-4c76-bc8c-99a9c7915ac0,Regenerated Zone,Regenerated Zone Zone,Image,Polygon,292647.8,526432.2,,1.01E+11,2281259.1
ear_B31-2_11.18.21_106M_66dpw_15.tif - ear_B31-2_11.18.21_106M_66dpw_15.tif #1,1064394-2,15,498b4e50-77b6-42be-a66e-59c8c6ecdfb1,Adipocytes,Adipocytes,Image,Points,178045.4,807762.4,354,,
ear_B31-2_11.18.21_106M_66dpw_15.tif - ear_B31-2_11.18.21_106M_66dpw_15.tif #1,1064394-2,15,ac43a130-558c-4a94-b8d3-5f61a1882d6c,Cartilage,Cartilage,Image,Polygon,392624.1,1235052.3,,170570480.2,49890.6
ear_B31-2_11.18.21_106M_66dpw_15.tif - ear_B31-2_11.18.21_106M_66dpw_15.tif #1,1064394-2,15,7a0385e5-5db2-4a7a-bf61-3ff910019c6f,Cartilage,Cartilage,Image,Polygon,312360.3,1142833.9,,842907182.8,230113.8
ear_B31-2_11.18.21_106M_66dpw_15.tif - ear_B31-2_11.18.21_106M_66dpw_15.tif #1,1064394-2,15,30c9acc2-2bcb-4c73-8b93-cd55dfbd7c9c,Cartilage,Cartilage,Image,Polygon,273155.8,1066857.7,,305682285.5,96583.9
ear_B31-2_11.18.21_106M_66dpw_15.tif - ear_B31-2_11.18.21_106M_66dpw_15.tif #1,1064394-2,15,c8227398-d6a4-4e39-9f83-ad545bd352e1,Cartilage,Cartilage,Image,Polygon,245673.2,1013975.8,,393889251.9,134071.3
ear_B31-2_11.18.21_106M_66dpw_15.tif - ear_B31-2_11.18.21_106M_66dpw_15.tif #1,1064394-2,15,d3e29106-9820-4a37-b980-43490b82385c,Cartilage,Cartilage,Image,Polygon,207924,934468,,1025159714,224560.2
ear_B31-2_11.18.21_106M_66dpw_15.tif - ear_B31-2_11.18.21_106M_66dpw_15.tif #1,1064394-2,15,b2c61421-8e8c-4bdc-916b-91ba4b809d64,Cartilage,Cartilage,Image,Polygon,158395.2,851854.7,,566633253,123313.8
ear_B31-2_11.18.21_106M_66dpw_15.tif - ear_B31-2_11.18.21_106M_66dpw_15.tif #1,1064394-2,15,849a8ecc-6a2c-420c-bd91-9807f3154dab,Cartilage,Cartilage,Image,Polygon,161852.2,769433.3,,586304778.4,109660.4
ear_B31-2_11.18.21_106M_66dpw_15.tif - ear_B31-2_11.18.21_106M_66dpw_15.tif #1,1064394-2,15,d6c1ab23-db41-4506-8e1e-3a2818560b2b,Cartilage,Cartilage,Image,Polygon,137919.3,651555.8,,1070050312,167653.9
ear_B31-2_11.18.21_106M_66dpw_15.tif - ear_B31-2_11.18.21_106M_66dpw_15.tif #1,1064394-2,15,4b1c2da1-4e4a-49eb-86ab-41c5b2534805,Cartilage,Cartilage,Image,Polygon,116366.5,570319,,289685294.2,66740.9
ear_B31-2_11.18.21_106M_66dpw_15.tif - ear_B31-2_11.18.21_106M_66dpw_15.tif #1,1064394-2,15,cf29cfa2-b0ab-4c64-af83-7bb3b7fc1459,Cartilage,Cartilage,Image,Polygon,154909.3,501745,,793632448.2,183786.1
ear_B31-2_11.18.21_106M_66dpw_15.tif - ear_B31-2_11.18.21_106M_66dpw_15.tif #1,1064394-2,15,95f842f6-e645-44d9-b931-9e72d70ffe50,Cartilage,Cartilage,Image,Polygon,175000.4,429349.2,,270719379.8,73279.3
ear_B31-2_11.18.21_106M_66dpw_15.tif - ear_B31-2_11.18.21_106M_66dpw_15.tif #1,1064394-2,15,63620201-7f2c-4feb-9a5d-deb535bde402,Regenerated Zone,Regenerated Zone Zone,Image,Polygon,186171.1,784999.2,,97407990201,3173749
Ctrl 3 (B31-2-3),Ctrl 3,1,6cc51958-6240-42ab-9de0-2b5308fe06b9,Cartilage,Cartilage,Image,Polygon,122549.1,851393.7,,1932638182,751903.7
Ctrl 3 (B31-2-3),Ctrl 3,1,438edb7c-5406-40c3-879d-0009cc0892b6,Adipocytes,Adipocytes,Image,Points,77868.9,786132.6,383,,
Ctrl 3 (B31-2-3),Ctrl 3,1,21600087-d1be-4130-988b-9f3540658aaf,Regenerated Zone,Regenerated Zone Zone,Image,Geometry,83063.3,829452.9,,32703487383,1046015.4
Ctrl 1 (B31-1-3),Ctrl 1,1,f13bccff-73d2-4e57-896b-5a105fe12fab,Adipocytes,Adipocytes,Image,Points,263989.3,899067.9,291,,
Ctrl 1 (B31-1-3),Ctrl 1,1,a8765514-243f-4826-bd9c-36015335f9c7,Cartilage,Cartilage,Image,Polygon,327162.6,949393.1,,5963899194,1368718.7
Ctrl 1 (B31-1-3),Ctrl 1,1,e087300d-2b04-4d22-9095-5380b863e7c4,Regenerated Zone,Regenerated Zone Zone,Image,Geometry,273228.4,917281.4,,72933925607,2775516.3
Ctrl (B31-1-9),Ctrl 2,1,fb9b2500-85bc-4077-9f69-088d214f1278,Cartilage,Cartilage,Image,Polygon,273240.2,626874.7,,3488050948,843695
Ctrl (B31-1-9),Ctrl 2,1,9a203e16-86b9-4c17-8405-dbf3042f2b51,Adipocytes,Adipocytes,Image,Points,300856.2,604287.6,317,,
Ctrl (B31-1-9),Ctrl 2,1,df0b8979-e0d5-425f-ac9c-63792914b6d3,Regenerated Zone,Regenerated Zone Zone,Image,Geometry,308681.4,623244.6,,49362510134,1402579.6
Aco_ear_990342-2_1.tif - Aco_ear_990342-2_1.tif #1,990342-2,1,f6059d0a-eadf-48d3-8fc7-2b37dbe7a04b,Cartilage,Cartilage,Image,Polygon,375376.4,327851.4,,1068602304,268717.6
Aco_ear_990342-2_1.tif - Aco_ear_990342-2_1.tif #1,990342-2,1,1e56bf7c-7601-4195-9dfd-66f338fad447,Cartilage,Cartilage,Image,Polygon,430261.1,392427.1,,286705458.9,109921.3
Aco_ear_990342-2_1.tif - Aco_ear_990342-2_1.tif #1,990342-2,1,9c581674-59e2-4098-9791-e772e7bf934b,Cartilage,Cartilage,Image,Polygon,462232.1,423083.9,,418150571.4,116330.1
Aco_ear_990342-2_1.tif - Aco_ear_990342-2_1.tif #1,990342-2,1,da0b1591-1332-46fc-89b3-f36226b654b1,Regenerated Zone,Regenerated Zone zone,Image,Polygon,417198.7,348633,,19611604658,657844.1
Aco_ear_990342-2_1.tif - Aco_ear_990342-2_1.tif #1,990342-2,1,17fe598f-547d-43ef-8b26-b1ec8c759aed,Adipocytes,Adipocytes,Image,Points,422831.2,348603,26,,
Aco_ear_990342-2_4.tif - Aco_ear_990342-2_4.tif #1,990342-2,4,be1c37f1-0284-4a27-ada9-ceaa98e6efd3,Cartilage,Cartilage,Image,Polygon,356573,245320.7,,1577337147,241469
Aco_ear_990342-2_4.tif - Aco_ear_990342-2_4.tif #1,990342-2,4,c5acb278-2181-4a75-a42a-b1846993ab85,Cartilage,Cartilage,Image,Polygon,429195.5,308624.4,,287086030.6,66039.5
Aco_ear_990342-2_4.tif - Aco_ear_990342-2_4.tif #1,990342-2,4,51c182c1-288f-4668-90b1-cfb2bbe6de97,Cartilage,Cartilage,Image,Polygon,528429.4,346119.5,,373531260.2,83352.4
Aco_ear_990342-2_4.tif - Aco_ear_990342-2_4.tif #1,990342-2,4,076defce-f0f8-4f45-80c2-d01b8148b9ae,Cartilage,Cartilage,Image,Polygon,588960.7,409667.4,,1355087367,269235.8
Aco_ear_990342-2_4.tif - Aco_ear_990342-2_4.tif #1,990342-2,4,60ee61c6-b618-481b-8048-66d092a23b1a,Regenerated Zone,Regenerated Zone zone,Image,Geometry,529065,332078.3,,54152187855,1342656.3
Aco_ear_990342-2_4.tif - Aco_ear_990342-2_4.tif #1,990342-2,4,5e457b35-58c0-45b6-aabb-e575fb43a1cf,Adipocytes,Adipocytes,Image,Points,543037.6,339726.6,54,,
Aco_ear_990342-2_10.tif - Aco_ear_990342-2_10.tif #1,990342-2,10,cb71121b-6976-4fc3-8364-1a77075c1f51,Cartilage,Cartilage,Image,Polygon,418611.4,574873,,1477627183,216918.9
Aco_ear_990342-2_10.tif - Aco_ear_990342-2_10.tif #1,990342-2,10,85d3bccd-c84e-4077-9672-dfa258685e4f,Adipocytes,Adipocytes,Image,Points,472930.8,682090.1,40,,
Aco_ear_990342-2_10.tif - Aco_ear_990342-2_10.tif #1,990342-2,10,6ec24afc-f168-4cd3-94c2-d900b8fff20b,Cartilage,Cartilage,Image,Polygon,535993.6,964370.7,,952814548.3,184629.7
Aco_ear_990342-2_10.tif - Aco_ear_990342-2_10.tif #1,990342-2,10,4fadfc6a-17fd-4f2e-a480-a424fc8a0968,Cartilage,Cartilage,Image,Polygon,548164.5,886189.1,,412770440.5,94934.4
Aco_ear_990342-2_10.tif - Aco_ear_990342-2_10.tif #1,990342-2,10,bac9e957-0d5a-432a-a792-272f6fa0b848,Cartilage,Cartilage,Image,Polygon,533503.1,819893.4,,214925574.6,58141.3
Aco_ear_990342-2_10.tif - Aco_ear_990342-2_10.tif #1,990342-2,10,987d9788-32f1-41b8-b623-6a95e1749d5e,Cartilage,Cartilage,Image,Polygon,526858.1,788811.4,,251277426.2,61179.7
Aco_ear_990342-2_10.tif - Aco_ear_990342-2_10.tif #1,990342-2,10,d39cd8d3-35f0-4210-b915-bb46ff166f9e,Cartilage,Cartilage,Image,Polygon,502527.1,728344.9,,434747586.1,81612.3
Aco_ear_990342-2_10.tif - Aco_ear_990342-2_10.tif #1,990342-2,10,6b4f8f8b-541b-4f67-b8b3-6e6853de2bdc,Regenerated Zone,Regenerated Zone zone,Image,Polygon,488911.4,714500.3,,63698371137,1628166.6
Aco_ear_990342-2_10.tif - Aco_ear_990342-2_10.tif #1,990342-2,10,0a634582-752a-431b-bf4c-9b4b6434a12f,Cartilage,Cartilage,Image,Polygon,481593.2,662141.1,,250516483.6,72063.7
Aco_ear_990342-2_10.tif - Aco_ear_990342-2_10.tif #1,990342-2,10,d7d4baa5-694f-423c-ac35-f059ecc6b536,Cartilage,Cartilage,Image,Polygon,468089.9,633452.4,,221752749.6,63144.6
Aco_ear_990342-2_13.tif - Aco_ear_990342-2_13.tif #1,990342-2,13,3527b19a-3b97-42a0-a44d-0620bb3c1ae1,Cartilage,Cartilage,Image,Polygon,424381,659568.3,,612337437,98575
Aco_ear_990342-2_13.tif - Aco_ear_990342-2_13.tif #1,990342-2,13,c140a2a6-5175-43d2-989e-a26a29614658,Adipocytes,Adipocytes,Image,Points,470960.1,796605.1,58,,
Aco_ear_990342-2_13.tif - Aco_ear_990342-2_13.tif #1,990342-2,13,5f9bcc98-6f8f-4357-8af3-a6c9b7bc02db,Regenerated Zone,Regenerated Zone zone,Image,Geometry,442655.9,747395,,1.09964E+11,2223090.2
Aco_ear_990342-2_13.tif - Aco_ear_990342-2_13.tif #1,990342-2,13,da5573e5-442b-45a4-85be-793f0100cb0c,Cartilage,Cartilage,Image,Polygon,324192.6,389229.5,,633718845.1,127235.4
Aco_ear_990342-2_13.tif - Aco_ear_990342-2_13.tif #1,990342-2,13,fb95ba70-39e7-4fe0-af0f-18c2cac2c198,Cartilage,Cartilage,Image,Polygon,362029.3,471329.1,,292787547.4,63938
Aco_ear_990342-2_13.tif - Aco_ear_990342-2_13.tif #1,990342-2,13,5ec9f281-58d3-4b60-ba29-2b9db9b326e1,Cartilage,Cartilage,Image,Polygon,413325.3,579477.3,,1119240913,176473.8
Aco_ear_990342-2_13.tif - Aco_ear_990342-2_13.tif #1,990342-2,13,c7addc90-ded2-479a-b40b-13d7c2c3ad69,Cartilage,Cartilage,Image,Polygon,435225.7,726243.2,,874841078.6,110181.6
Aco_ear_990342-2_13.tif - Aco_ear_990342-2_13.tif #1,990342-2,13,56fa1203-08d9-4c39-a643-ffd85bb1a4fc,Cartilage,Cartilage,Image,Geometry,444328,759280.1,,520761232,90415.2
Aco_ear_990342-2_13.tif - Aco_ear_990342-2_13.tif #1,990342-2,13,e322f98d-d7b9-4cbc-bda1-189bdcb3fdac,Cartilage,Cartilage,Image,Polygon,461767,842992,,1803069742,219373.4
Aco_ear_990342-2_13.tif - Aco_ear_990342-2_13.tif #1,990342-2,13,23f7c2e1-fafb-49da-87d4-f7422a006075,Cartilage,Cartilage,Image,Geometry,480036.2,985242.2,,2247830094,324100.7
Aco_ear_990342-2_13.tif - Aco_ear_990342-2_13.tif #1,990342-2,13,794982bb-24cd-4b62-b0ed-ac2b1aa23a1f,Cartilage,Cartilage,Image,Polygon,467793.8,1109839.5,,1031842633,183428.9
Aco_ear_990342-2_16.tif - Aco_ear_990342-2_16.tif #1,990342-2,16,25d2a934-7b36-4c8c-9a78-2ca72201732f,Cartilage,Cartilage,Image,Polygon,422189.7,225817.7,,403269782.4,76624.1
Aco_ear_990342-2_16.tif - Aco_ear_990342-2_16.tif #1,990342-2,16,20f585e5-b1ab-463f-a268-7861d4a6ff7d,Cartilage,Cartilage,Image,Polygon,455813.9,256302.4,,1032249355,125807.4
Aco_ear_990342-2_16.tif - Aco_ear_990342-2_16.tif #1,990342-2,16,ed8b5cad-e06f-4623-9dbb-e009501edf28,Cartilage,Cartilage,Image,Polygon,490224,305040.4,,570429138.3,88648.1
Aco_ear_990342-2_16.tif - Aco_ear_990342-2_16.tif #1,990342-2,16,cbdf6398-cb35-47d0-b3d6-6a8068fe3f3f,Cartilage,Cartilage,Image,Polygon,552033.4,355302.8,,678832169.1,97738.7
Aco_ear_990342-2_16.tif - Aco_ear_990342-2_16.tif #1,990342-2,16,ae819209-3500-4814-9fcc-10286652a014,Cartilage,Cartilage,Image,Polygon,629885.4,431470.5,,997558747,115211.9
Aco_ear_990342-2_16.tif - Aco_ear_990342-2_16.tif #1,990342-2,16,56cf4b8b-dd83-497e-82b0-77f897660a68,Cartilage,Cartilage,Image,Polygon,649283.3,481504.1,,1271028186,135655.8
Aco_ear_990342-2_16.tif - Aco_ear_990342-2_16.tif #1,990342-2,16,24b62628-6db9-4e3c-bd7d-160d9258338f,Cartilage,Cartilage,Image,Polygon,702238.1,538255.8,,2727915970,285799.2
Aco_ear_990342-2_16.tif - Aco_ear_990342-2_16.tif #1,990342-2,16,de355cf9-9c01-4830-9c3f-192175dac1c9,Cartilage,Cartilage,Image,Polygon,738447.2,636279.3,,464423833.4,83923.3
Aco_ear_990342-2_16.tif - Aco_ear_990342-2_16.tif #1,990342-2,16,48af8d97-41d9-4959-815b-3011ea2a07a7,Adipocytes,Adipocytes,Image,Points,587332.1,414400.8,35,,
Aco_ear_990342-2_16.tif - Aco_ear_990342-2_16.tif #1,990342-2,16,ed9452d1-a076-4725-b114-c840e9b4bdaf,Cartilage,Cartilage,Image,Polygon,748101.6,694042.6,,611974447.6,96947.4
Aco_ear_990342-2_16.tif - Aco_ear_990342-2_16.tif #1,990342-2,16,a0462280-9f73-4c6e-8391-c748415e035a,Cartilage,Cartilage,Image,Polygon,318845.1,197876.1,,4008204120,440843.1
Aco_ear_990342-2_16.tif - Aco_ear_990342-2_16.tif #1,990342-2,16,b9079873-f97a-4af3-a1ab-ac9bac138183,Regenerated Zone,Regenerated Zone zone,Image,Polygon,554024.5,375756,,1.09334E+11,2296126.1
Aco_ear_990342-2_19.tif - Aco_ear_990342-2_19.tif #1,990342-2,19,b954ebce-4fc0-4639-85f5-5954f29bfa0e,Cartilage,Cartilage,Image,Polygon,306889.3,155337.6,,273864794.2,72869
Aco_ear_990342-2_19.tif - Aco_ear_990342-2_19.tif #1,990342-2,19,51188d11-68a7-41d2-8493-3556d17c3766,Cartilage,Cartilage,Image,Polygon,368158.6,261524.7,,3072421815,406394.6
Aco_ear_990342-2_19.tif - Aco_ear_990342-2_19.tif #1,990342-2,19,92e2b5af-ffcb-4916-a960-23925b4416a8,Cartilage,Cartilage,Image,Polygon,412367.8,423209.4,,2539145490,263407.5
Aco_ear_990342-2_19.tif - Aco_ear_990342-2_19.tif #1,990342-2,19,66455894-58e8-433b-b4a9-0afcc90f38fa,Cartilage,Cartilage,Image,Polygon,438682.3,554398.6,,1317992702,154109.8
Aco_ear_990342-2_19.tif - Aco_ear_990342-2_19.tif #1,990342-2,19,712bdc8b-2614-4a5b-9feb-b023983c70d8,Cartilage,Cartilage,Image,Polygon,445487,639443.1,,570675680.6,91160.7
Aco_ear_990342-2_19.tif - Aco_ear_990342-2_19.tif #1,990342-2,19,9a9071e8-54ca-437e-ac62-7f906123a789,Cartilage,Cartilage,Image,Polygon,443210.9,726076.9,,658119483,94467.1
Aco_ear_990342-2_19.tif - Aco_ear_990342-2_19.tif #1,990342-2,19,350f341a-4e63-4705-9f2f-15a36c2c25ee,Adipocytes,Adipocytes,Image,Points,457556,558791.9,34,,
Aco_ear_990342-2_19.tif - Aco_ear_990342-2_19.tif #1,990342-2,19,85ffb5ef-f554-4cf7-8388-210ba0f759af,Cartilage,Cartilage,Image,Polygon,389926.4,873036.6,,5049422325,576337.9
Aco_ear_990342-2_19.tif - Aco_ear_990342-2_19.tif #1,990342-2,19,d75caba8-45a7-4b5a-93e2-4553fc9766ba,Regenerated Zone,Regenerated Zone zone,Image,Geometry,420700,553326.6,,1.2879E+11,2468839.6
Aco_ear_990342-2_22.tif - Aco_ear_990342-2_22.tif #1,990342-2,22,eb45a74c-10ab-4bad-80b1-7188214c8af5,Cartilage,Cartilage,Image,Polygon,431022.1,925243.4,,845341572.7,122970.6
Aco_ear_990342-2_22.tif - Aco_ear_990342-2_22.tif #1,990342-2,22,8f15c8ab-14af-4b51-ba14-2ddd6ce4a75b,Cartilage,Cartilage,Image,Polygon,450120.9,882484.3,,376024747.5,72743
Aco_ear_990342-2_22.tif - Aco_ear_990342-2_22.tif #1,990342-2,22,48b607a7-a509-424d-bbdf-1d63128f02cb,Cartilage,Cartilage,Image,Polygon,446799.3,844270.9,,591874801.8,88892.5
Aco_ear_990342-2_22.tif - Aco_ear_990342-2_22.tif #1,990342-2,22,9a63768d-f36b-42dc-9b14-7f377a3a72ee,Cartilage,Cartilage,Image,Polygon,397129.1,538587.8,,845303092.5,109796.5
Aco_ear_990342-2_22.tif - Aco_ear_990342-2_22.tif #1,990342-2,22,c7d51591-1f44-4968-9e37-4c979595a5a7,Cartilage,Cartilage,Image,Polygon,413271.3,575651.3,,1121276522,126280.6
Aco_ear_990342-2_22.tif - Aco_ear_990342-2_22.tif #1,990342-2,22,bcb6003c-73f4-4c51-ad6b-87a0355e6b64,Cartilage,Cartilage,Image,Polygon,430857,683059.1,,626248197.3,95197.1
Aco_ear_990342-2_22.tif - Aco_ear_990342-2_22.tif #1,990342-2,22,58e27413-7702-4580-acbe-5d6ace12f939,Cartilage,Cartilage,Image,Polygon,446821.1,753769,,900568385.2,110160.6
Aco_ear_990342-2_22.tif - Aco_ear_990342-2_22.tif #1,990342-2,22,90ab801a-1a87-4801-b6fd-8f27d5e47a52,Cartilage,Cartilage,Image,Polygon,303480.2,295370.7,,991867351.5,170209.9
Aco_ear_990342-2_22.tif - Aco_ear_990342-2_22.tif #1,990342-2,22,c37e898f-95b3-4953-a7c7-9159782c7d7a,Cartilage,Cartilage,Image,Geometry,361807.1,398523.3,,2338932647,301045.6
Aco_ear_990342-2_22.tif - Aco_ear_990342-2_22.tif #1,990342-2,22,832522f3-dfea-4760-91c6-9e4aaee5ca90,Adipocytes,Adipocytes,Image,Points,416134.7,650404.1,91,,
Aco_ear_990342-2_22.tif - Aco_ear_990342-2_22.tif #1,990342-2,22,639be86e-39d6-4991-9f0b-bcc360e17801,Cartilage,Cartilage,Image,Polygon,442956.2,1076791.4,,2459730951,337682.5
Aco_ear_990342-2_22.tif - Aco_ear_990342-2_22.tif #1,990342-2,22,4234ff00-1071-4559-9496-c44dc1f1b045,Regenerated Zone,Regenerated Zone zone,Image,Polygon,421862,682342.8,,1.36615E+11,2321006.2
Aco_ear_990342-2_25.tif - Aco_ear_990342-2_25.tif #1,990342-2,25,4bd6233f-2e93-4f5d-8412-ed0595e58da5,Cartilage,Cartilage,Image,Polygon,409460.9,224398.9,,412509325.6,92970.1
Aco_ear_990342-2_25.tif - Aco_ear_990342-2_25.tif #1,990342-2,25,5ade15da-86af-46f6-8901-7d62b973e3a1,Cartilage,Cartilage,Image,Polygon,446838.8,359186.6,,2658672100,346598
Aco_ear_990342-2_25.tif - Aco_ear_990342-2_25.tif #1,990342-2,25,74a9f36b-997e-4e1f-9667-fc70d9bcf0e9,Cartilage,Cartilage,Image,Polygon,452937.3,533651,,3001092270,285841.3
Aco_ear_990342-2_25.tif - Aco_ear_990342-2_25.tif #1,990342-2,25,f096b570-ec88-4f02-a279-ef2505991193,Cartilage,Cartilage,Image,Polygon,441153,718962.8,,872448744.4,106639.5
Aco_ear_990342-2_25.tif - Aco_ear_990342-2_25.tif #1,990342-2,25,cd2e5c76-082a-428f-95bd-757e6f59b84f,Cartilage,Cartilage,Image,Polygon,410029.2,810636.6,,1031034067,122473.4
Aco_ear_990342-2_25.tif - Aco_ear_990342-2_25.tif #1,990342-2,25,c0d86055-eca0-4f43-9a00-721a0af30295,Cartilage,Cartilage,Image,Polygon,389087,878927.1,,1190372869,156994.5
Aco_ear_990342-2_25.tif - Aco_ear_990342-2_25.tif #1,990342-2,25,9c2fc1d4-72ff-4960-b1fb-cac919d6ec1d,Cartilage,Cartilage,Image,Polygon,353672.8,971082.5,,457614864.5,87597.3
Aco_ear_990342-2_25.tif - Aco_ear_990342-2_25.tif #1,990342-2,25,9ec8fd10-a31c-4382-b742-eb0e274b97a8,Cartilage,Cartilage,Image,Polygon,352595.1,1005678,,178424263,51941.1
Aco_ear_990342-2_25.tif - Aco_ear_990342-2_25.tif #1,990342-2,25,7cca6e82-b6e3-4050-b89b-4f24c57ed3bc,Cartilage,Cartilage,Image,Polygon,339523.5,1104076.7,,381506153.4,81034.8
Aco_ear_990342-2_25.tif - Aco_ear_990342-2_25.tif #1,990342-2,25,ec117d58-cb89-4f7e-8440-7c58260e8dc1,Adipocytes,Adipocytes,Image,Points,423791.3,594353.8,76,,
Aco_ear_990342-2_25.tif - Aco_ear_990342-2_25.tif #1,990342-2,25,d8efac45-07a0-4439-b58d-2a0e89fcf8ca,Regenerated Zone,Regenerated Zone zone,Image,Geometry,430474.4,642940.1,,1.33488E+11,2328196.8
Aco_ear_990342-2_31.tif - Aco_ear_990342-2_31.tif #1,990342-2,31,4279ef4f-6b51-4d7b-8112-2b3d36f20358,Cartilage,Cartilage,Image,Polygon,341909.9,852416.4,,4043040984,364273.3
Aco_ear_990342-2_31.tif - Aco_ear_990342-2_31.tif #1,990342-2,31,3c98ec8c-aa36-44dd-b5e9-5ef5ec1914f3,Cartilage,Cartilage,Image,Polygon,315545.8,498007,,2957799249,268864.1
Aco_ear_990342-2_31.tif - Aco_ear_990342-2_31.tif #1,990342-2,31,c93dca11-0ac0-4c80-a195-3e35e0ca2d8c,Adipocytes,Adipocytes,Image,Points,320496.8,692547.2,46,,
Aco_ear_990342-2_31.tif - Aco_ear_990342-2_31.tif #1,990342-2,31,f346ac74-897b-4ef1-9a47-f14183f23dff,Cartilage,Cartilage,Image,Polygon,350449.6,1030259.7,,2349767010,350563.4
Aco_ear_990342-2_31.tif - Aco_ear_990342-2_31.tif #1,990342-2,31,92ee01f2-ea2b-4326-bd8d-d178864c6785,Regenerated Zone,Regenerated Zone zone,Image,Geometry,332769.1,690340.2,,1.00986E+11,2181311.6
Aco_ear_990342-2_37.tif - Aco_ear_990342-2_37.tif #1,990342-2,37,da8dd954-6174-4155-b204-f5bc534d0a1b,Cartilage,Cartilage,Image,Polygon,346966.5,956334.5,,786778784.7,120319.4
Aco_ear_990342-2_37.tif - Aco_ear_990342-2_37.tif #1,990342-2,37,0c3953f4-5244-4eed-88ac-6bce0fc69c46,Cartilage,Cartilage,Image,Polygon,362929.9,1061522,,525036882.6,112972
Aco_ear_990342-2_37.tif - Aco_ear_990342-2_37.tif #1,990342-2,37,7f5e4b99-e6e7-48ee-8710-2e24fd6a01db,Cartilage,Cartilage,Image,Polygon,359443.8,869378.8,,561749828.6,97727.8
Aco_ear_990342-2_37.tif - Aco_ear_990342-2_37.tif #1,990342-2,37,64519415-8959-4d24-b452-86ebecabceca,Cartilage,Cartilage,Image,Polygon,288240.9,409016,,1409432387,200757.4
Aco_ear_990342-2_37.tif - Aco_ear_990342-2_37.tif #1,990342-2,37,65dc1ffa-4574-4958-b10d-c1342bdd1ff7,Adipocytes,Adipocytes,Image,Points,328713.9,667593,43,,
Aco_ear_990342-2_37.tif - Aco_ear_990342-2_37.tif #1,990342-2,37,a04e935d-df07-45d9-9b88-9ad089993477,Cartilage,Cartilage,Image,Polygon,372859.7,813468.1,,431268465.2,79425.4
Aco_ear_990342-2_37.tif - Aco_ear_990342-2_37.tif #1,990342-2,37,73310f12-dadb-40fc-b3b7-b9fa04b08dd4,Regenerated Zone,Regenerated Zone zone,Image,Polygon,366911.3,873643.7,,48266334490,1145989.6
Aco_ear_990342-2_37.tif - Aco_ear_990342-2_37.tif #1,990342-2,37,2e43e7f7-28e5-48b5-8287-ee1156fb2d5a,Regenerated Zone,Regenerated Zone zone,Image,Polygon,335433.3,501902.5,,37034496954,993906.2
Aco_ear_990342-2_40.tif - Aco_ear_990342-2_40.tif #1,990342-2,40,61ad9e27-13d4-4c44-9103-b856a2f31bf9,Cartilage,Cartilage,Image,Geometry,336886,864044.5,,682770887.2,128645.5
Aco_ear_990342-2_40.tif - Aco_ear_990342-2_40.tif #1,990342-2,40,f7629754-7199-486b-b75e-1fc50fa2692b,Cartilage,Cartilage,Image,Polygon,398621.2,385752.9,,180051163.2,53375.1
Aco_ear_990342-2_40.tif - Aco_ear_990342-2_40.tif #1,990342-2,40,44b5c4d3-ef50-4b52-8b76-2ef5cf24312e,Adipocytes,Adipocytes,Image,Points,341057.1,755725.4,6,,
Aco_ear_990342-2_40.tif - Aco_ear_990342-2_40.tif #1,990342-2,40,af0f6714-a912-4314-a13b-1f702879061a,Cartilage,Cartilage,Image,Polygon,272045.6,1011252.7,,697656748.6,132713.3
